Wavelength,400 nm,442 nm,500 nm,550 nm,600 nm,650 nm,700 nm,Large chequerboard (white),Large chequerboard (black),Printer paper (white),Printer paper (toner),dark skin,light skin,blue sky,foliage,blue flower,bluish green,orange,purplish blue,moderate red,purple,yellow green,orange yellow,blue,green,red,yellow,magenta,cyan,white 9.5 (.05 D),neutral 8 (.23 D),neutral 6.5 (.44 D),neutral 5 (.70 D),neutral 3.5 (1.05 D),black 2 (1.5 D),Small chequerboard (white),Small chequerboard (black)
1193,0.414341,1.541601,0,2.3262485,4.355791,6.629957,0.901801,0.9391235,0.0507845,0.970674,0.071216,0.272271,0.904269,0.415015,0.235175,0.896879,0.941818,0.728383,0.945351,0.707788,0.627109,0.740721,0.863422,0.87993,0.734031,0.782106,0.933756,0.901257,0.543943,1.014562,0.669434,0.346029,0.151983,0.076326,0.0456,0.866087,0.05703
1194,0.456148,0.703965,0,1.257371,1.25593,3.049929,0.853619,0.9374745,0.050791,0.970251,0.071248,0.272419,0.904454,0.41506,0.235307,0.897231,0.941921,0.728571,0.945778,0.708019,0.627386,0.741043,0.863677,0.880346,0.734356,0.782349,0.934076,0.901601,0.543939,1.014861,0.669598,0.346006,0.151938,0.076333,0.045669,0.8648235,0.0569635
1195,0.420552,0.413347,0,0.899933,0.57955,1.139723,0.722492,0.9357745,0.050798,0.969893,0.071322,0.272529,0.904557,0.415098,0.235417,0.897528,0.941964,0.728739,0.946304,0.708161,0.627637,0.741433,0.86389,0.880866,0.734647,0.78267,0.934448,0.901981,0.543794,1.015149,0.669675,0.345968,0.151908,0.076356,0.045681,0.863504,0.056885
1196,0.459765,0.399007,0,0.885185,0.418116,0.696296,0.691677,0.934003,0.0507845,0.969603,0.071353,0.272647,0.90469,0.41511,0.235515,0.897805,0.941961,0.728956,0.946744,0.708292,0.627919,0.7418,0.864108,0.88131,0.734979,0.782953,0.934826,0.902277,0.543686,1.015395,0.669757,0.345939,0.151858,0.076353,0.045688,0.862089,0.0568505
1197,0.727231,0.661324,0,1.269493,0.352758,0.533846,0.685717,0.932121,0.0507405,0.969411,0.07132,0.272775,0.904869,0.41508,0.235594,0.898058,0.941894,0.72924,0.947055,0.70841,0.628248,0.742134,0.864331,0.88165,0.735374,0.783182,0.935213,0.902444,0.543634,1.015587,0.669843,0.345926,0.151774,0.076314,0.04569,0.86053,0.0568795
1198,1.213016,1.361359,0.382392,2.076029,0.429805,0,0.481652,0.9302535,0.050717,0.969154,0.071293,0.27294,0.905056,0.415104,0.235715,0.898402,0.941962,0.729581,0.947466,0.708616,0.628625,0.742476,0.864656,0.882022,0.735786,0.78348,0.935615,0.902681,0.543648,1.015849,0.67,0.345904,0.151663,0.07628,0.045688,0.859048,0.056924
1199,0.477399,1.056842,1.085529,1.2179865,0.969462,0,0.139956,0.92841,0.0507445,0.968737,0.071282,0.273193,0.905263,0.41526,0.235939,0.898964,0.94235,0.73006,0.948116,0.709031,0.629119,0.742836,0.865224,0.882471,0.736242,0.783943,0.936056,0.903085,0.54382,1.016281,0.670328,0.345861,0.151488,0.076263,0.04568,0.857744,0.0570085
1200,0.163221,0.715637,1.104581,0.7921055,0.899654,0.117587,0,0.9265515,0.050762,0.968359,0.071254,0.273422,0.905437,0.415362,0.236152,0.899478,0.942669,0.730467,0.948691,0.709413,0.629582,0.74318,0.865716,0.882892,0.736677,0.78435,0.936465,0.903464,0.543977,1.016699,0.670591,0.345828,0.151351,0.07625,0.045679,0.856408,0.0570795
1201,0.134358,0.243749,0.492445,0.6272645,0.256379,0.387593,0,0.924611,0.050734,0.96815,0.071155,0.273555,0.905461,0.415222,0.236325,0.899789,0.942679,0.730565,0.948944,0.709657,0.629907,0.743463,0.865875,0.883181,0.73702,0.784506,0.936743,0.903743,0.544064,1.017058,0.670569,0.345838,0.151386,0.076253,0.045713,0.8549205,0.0571
1202,0.120265,0.105475,0.29173,0.558363,0.050041,0.469988,0,0.9226875,0.050704,0.967932,0.071073,0.2737,0.905498,0.4151,0.236478,0.900096,0.942696,0.730667,0.949208,0.7099,0.630237,0.743746,0.866056,0.88347,0.737355,0.784672,0.937023,0.904024,0.544138,1.017404,0.67055,0.345849,0.151418,0.076254,0.045744,0.853448,0.057121
1203,0.056943,0.202116,0.224049,0.396341,0.023287,0.435298,0,0.920892,0.050657,0.967589,0.07118,0.27397,0.905687,0.41518,0.236376,0.90034,0.942743,0.730775,0.94958,0.710127,0.630608,0.744039,0.866487,0.883778,0.737575,0.784962,0.937278,0.904316,0.544056,1.017621,0.670581,0.345847,0.151368,0.076258,0.045746,0.852146,0.0571485
1204,0.002668,0.28495,0.166038,0.257467,0.000355,0.405564,0,0.9191015,0.0506105,0.967246,0.071287,0.27424,0.905876,0.415261,0.236275,0.900583,0.94279,0.730883,0.949952,0.710354,0.63098,0.744332,0.866917,0.884085,0.737794,0.785252,0.937532,0.904607,0.543974,1.017837,0.670611,0.345845,0.151319,0.076262,0.045747,0.850847,0.057176
1205,0,0.46796,0.28073,0.279688,0,0.700129,0.062253,0.917713,0.0506535,0.967158,0.071389,0.274357,0.906045,0.415254,0.236445,0.900791,0.942878,0.731196,0.950318,0.710555,0.631271,0.744389,0.867141,0.88451,0.738139,0.785458,0.937889,0.904854,0.543962,1.018188,0.670733,0.345788,0.151242,0.076286,0.045763,0.8500185,0.0572095
1206,0,0.80554,0.504263,0.331591,0,1.254807,0.177253,0.916342,0.0506965,0.96708,0.071493,0.274473,0.906214,0.415245,0.236626,0.900997,0.942973,0.731521,0.950686,0.71076,0.631564,0.744439,0.867362,0.884941,0.738491,0.785665,0.938252,0.905102,0.543953,1.018546,0.670858,0.345735,0.151169,0.076307,0.045781,0.849205,0.057243
1207,0.060334,0.392751,0.228299,0.466353,0.170173,0.854493,0.330687,0.9150955,0.050682,0.966734,0.071524,0.274626,0.906348,0.415209,0.236846,0.901328,0.943224,0.731864,0.951064,0.710875,0.631879,0.744797,0.867622,0.885311,0.738901,0.786002,0.938577,0.90541,0.544166,1.018894,0.670978,0.345698,0.151076,0.076203,0.045841,0.8484765,0.0571985
1208,0.09354,0.115455,0.034907,0.527221,0.26383,0.536939,0.412212,0.913873,0.0506615,0.966346,0.071542,0.274787,0.906487,0.415171,0.237071,0.901691,0.943505,0.73221,0.951445,0.710975,0.632202,0.74521,0.86789,0.885669,0.739322,0.78636,0.938901,0.905733,0.544424,1.019241,0.671097,0.345663,0.150982,0.076081,0.04591,0.847768,0.057145
1209,0.155941,0.18998,0,0.5925955,0.185546,0.415816,0.385197,0.913061,0.0506005,0.966124,0.071557,0.27493,0.906819,0.415108,0.237185,0.901998,0.943787,0.732358,0.951831,0.711115,0.632521,0.745641,0.8682,0.885985,0.739651,0.786605,0.939211,0.906044,0.54448,1.019632,0.671179,0.345693,0.150903,0.076045,0.04593,0.847368,0.0571075
1210,0.24659,0.374591,0,0.6988845,0.050439,0.323391,0.306665,0.9123905,0.050521,0.965955,0.071575,0.275062,0.907202,0.415031,0.237259,0.902273,0.944055,0.732437,0.952209,0.711264,0.632825,0.746071,0.868508,0.886283,0.739941,0.786802,0.939503,0.906342,0.544462,1.02003,0.671245,0.34574,0.150824,0.076043,0.045925,0.8470675,0.057075
1211,0.210191,0.46865,0.148326,0.6582265,0.244752,0.215041,0.280584,0.912181,0.0505565,0.965827,0.071633,0.27521,0.907557,0.415045,0.237343,0.902605,0.944156,0.732673,0.952623,0.71153,0.633143,0.74638,0.868864,0.886685,0.740322,0.787069,0.939811,0.906649,0.544501,1.02045,0.671375,0.345686,0.150745,0.076,0.045885,0.84715,0.0571195
1212,0.089152,0.503092,0.411927,0.4949265,0.666876,0.080002,0.301465,0.9122325,0.0506575,0.965719,0.0717,0.275363,0.907897,0.415111,0.237434,0.902961,0.944152,0.732986,0.953052,0.711853,0.633463,0.746623,0.869251,0.887127,0.740746,0.787376,0.940123,0.90695,0.544565,1.020877,0.671536,0.345573,0.150667,0.075934,0.04584,0.8474475,0.0571985
1213,0.093874,0.363939,0.437595,0.3756715,0.611143,0.202913,0.330283,0.912649,0.0507035,0.965579,0.071751,0.275465,0.908219,0.415124,0.237634,0.903324,0.944243,0.733307,0.95348,0.712164,0.633811,0.746922,0.869719,0.887532,0.741061,0.787726,0.940447,0.90722,0.544595,1.021306,0.671802,0.345502,0.150626,0.07598,0.045826,0.8480655,0.057296
1214,0.19533,0.119871,0.255937,0.335406,0.199048,0.524731,0.370939,0.9133915,0.0507025,0.965414,0.071805,0.275518,0.908531,0.415098,0.237924,0.903716,0.944441,0.73363,0.953926,0.712477,0.634178,0.74728,0.870276,0.887924,0.741297,0.788118,0.94079,0.907489,0.54461,1.021759,0.672174,0.34548,0.150608,0.076118,0.045837,0.8489785,0.0574065
1215,0.266467,0.041624,0.196527,0.4037635,0,0.785764,0.397369,0.914353,0.050689,0.965321,0.07183,0.275663,0.90888,0.415118,0.238084,0.904121,0.944782,0.733906,0.954412,0.712734,0.6346,0.747656,0.870767,0.888343,0.741679,0.78847,0.941228,0.907869,0.544694,1.022309,0.672452,0.345501,0.150582,0.076135,0.045851,0.850107,0.0574775
1216,0.350859,0.20141,0.372272,0.7611935,0,1.249273,0.344618,0.9156135,0.0506575,0.965351,0.071815,0.275947,0.909278,0.415206,0.238075,0.904533,0.945313,0.734154,0.954958,0.712921,0.635139,0.748069,0.871165,0.888832,0.742246,0.788782,0.941806,0.908382,0.54486,1.022976,0.67261,0.345587,0.150568,0.075998,0.045853,0.8515235,0.057507
1217,0.598734,0.303672,0.479359,0.945585,0.059563,1.403683,0.229073,0.917109,0.0506545,0.965347,0.071829,0.276203,0.909707,0.415272,0.238097,0.904949,0.945768,0.734462,0.95548,0.713162,0.635585,0.748473,0.871632,0.889358,0.742804,0.789139,0.942367,0.908862,0.544947,1.023624,0.672799,0.345706,0.150526,0.075963,0.045845,0.853138,0.0575345
1218,0.781911,0.094004,0.128798,0.254067,0.128672,0.423066,0.19675,0.9190935,0.050719,0.965261,0.071875,0.276398,0.9102,0.415273,0.238198,0.905391,0.946049,0.734867,0.955943,0.713518,0.635806,0.748799,0.872212,0.889919,0.743322,0.789562,0.942887,0.909269,0.544867,1.024251,0.673019,0.345876,0.150404,0.076128,0.045827,0.855165,0.057555
1219,0.893852,0.062243,0,0.016157,0.231636,0.085677,0.184431,0.921139,0.0507705,0.965183,0.07191,0.276585,0.9107,0.415311,0.238333,0.90587,0.946383,0.73524,0.956448,0.713889,0.636087,0.749146,0.872749,0.890496,0.743842,0.78996,0.943428,0.909726,0.544847,1.024895,0.673233,0.345974,0.150283,0.076261,0.045827,0.857263,0.057598
1220,1.402223,0.487618,0,0.1452995,0.841071,0.070908,0.355769,0.9234545,0.050778,0.965102,0.07192,0.276733,0.911175,0.415482,0.23853,0.906472,0.946953,0.735506,0.957123,0.714307,0.636598,0.749638,0.873189,0.891173,0.74443,0.790345,0.944043,0.910403,0.545111,1.025605,0.673476,0.345838,0.150162,0.076274,0.045871,0.859671,0.0577355
1221,2.948314,1.941647,0,0.5424645,2.494381,0.038091,0.964655,0.925804,0.0508025,0.965044,0.071922,0.27688,0.911631,0.415644,0.238713,0.907095,0.947521,0.735803,0.957805,0.714701,0.637101,0.750137,0.87365,0.891871,0.745011,0.790767,0.944664,0.911062,0.545387,1.026344,0.67372,0.345723,0.150047,0.076266,0.045908,0.8621095,0.057864
1222,0.937635,0.893632,0,0.1921835,0.530069,0.457755,0.765102,0.928421,0.0508925,0.965261,0.072005,0.277071,0.912071,0.415736,0.238879,0.907822,0.948036,0.736266,0.958403,0.714897,0.637492,0.750609,0.87423,0.892631,0.745445,0.791269,0.945354,0.911572,0.545551,1.027218,0.673957,0.345735,0.149948,0.076069,0.045981,0.8647955,0.0579295
1223,0.390172,0.613642,0,0.0995075,0.007442,0.606446,0.733606,0.9310295,0.050975,0.965481,0.072092,0.277266,0.912517,0.415826,0.239041,0.908534,0.948546,0.736717,0.958998,0.715095,0.637875,0.751075,0.874809,0.893374,0.745874,0.791769,0.946034,0.912086,0.5457,1.028076,0.674193,0.34575,0.149852,0.075879,0.046056,0.8674805,0.057997
1224,0.764424,0.500343,0,0.1836595,0.005531,1.019087,0.784928,0.9335635,0.050962,0.965696,0.072116,0.277428,0.913005,0.415908,0.239093,0.909121,0.948994,0.737148,0.959728,0.715489,0.638246,0.751492,0.875426,0.893921,0.746346,0.792331,0.946486,0.912722,0.545748,1.028738,0.674429,0.345767,0.149903,0.075873,0.046168,0.870245,0.0581005
1225,1.952425,0.157529,0,0.4397585,0.000318,2.160387,0.87088,0.9360945,0.050949,0.965906,0.072129,0.277583,0.913488,0.415991,0.239141,0.909712,0.949441,0.737589,0.960471,0.715897,0.638623,0.751911,0.876047,0.89447,0.746825,0.792901,0.946929,0.913361,0.545803,1.029402,0.674666,0.345781,0.149964,0.075875,0.04628,0.8730115,0.0582045
1226,2.207285,0.021867,0,1.098046,0.587166,1.736097,1.010094,0.9385155,0.050972,0.966121,0.072189,0.277756,0.913834,0.416068,0.239391,0.910108,0.949923,0.737928,0.961086,0.716234,0.639119,0.752341,0.876502,0.894965,0.747287,0.793301,0.947298,0.913767,0.545776,1.030124,0.674838,0.345845,0.149864,0.075931,0.046137,0.875579,0.058273
1227,2.4634,0.005524,0,1.962479,1.324353,1.299437,1.35405,0.9409085,0.0509985,0.966337,0.072246,0.277941,0.914186,0.416141,0.239659,0.910457,0.95041,0.738231,0.961665,0.716546,0.639613,0.752777,0.876932,0.895439,0.747737,0.793701,0.947663,0.914147,0.545733,1.030839,0.674998,0.345926,0.149762,0.075994,0.045957,0.87811,0.0583385
1228,1.317571,0,0,1.417176,0.533706,1.125145,0.63441,0.943261,0.0510415,0.966511,0.072279,0.278098,0.91455,0.41618,0.23985,0.910894,0.950752,0.73853,0.962089,0.716774,0.63993,0.753143,0.877465,0.895954,0.748134,0.794061,0.9482,0.914645,0.54584,1.031528,0.675299,0.345897,0.149747,0.075956,0.045887,0.88055,0.058356
1229,0.58105,0,0,0.985134,0.065472,1.002749,0.186161,0.945602,0.051081,0.966682,0.072329,0.278244,0.914894,0.416206,0.240019,0.911383,0.951046,0.738847,0.962479,0.716992,0.640211,0.753492,0.878016,0.896482,0.748517,0.794372,0.948784,0.915179,0.545974,1.032225,0.675642,0.345838,0.149726,0.0759,0.045838,0.882962,0.058365
1230,0.593536,0,0.218841,0.8606985,0.505234,1.033996,0.11901,0.9475925,0.0511125,0.966832,0.07234,0.278373,0.915191,0.416195,0.240119,0.911803,0.951347,0.73917,0.962876,0.717227,0.640608,0.753775,0.878431,0.896869,0.748852,0.794618,0.949193,0.915649,0.546074,1.032739,0.67594,0.345756,0.149673,0.07583,0.045815,0.8850825,0.0584245
1231,1.041129,0,0.690204,0.7217355,1.783203,1.115513,0.206591,0.9494285,0.051135,0.966963,0.072329,0.2785,0.915455,0.416177,0.240198,0.912157,0.951644,0.739451,0.963283,0.717445,0.641031,0.754013,0.878801,0.897196,0.749164,0.794864,0.949499,0.916062,0.546164,1.033124,0.676198,0.345657,0.149614,0.07575,0.045814,0.8870835,0.0584905
1232,1.322037,0.12571,1.463305,0.955229,3.073536,1.03906,0.501202,0.9513655,0.0511315,0.96709,0.072313,0.278686,0.915786,0.416301,0.240292,0.912554,0.951948,0.739765,0.963678,0.717567,0.641436,0.75426,0.879146,0.897531,0.749531,0.795158,0.94981,0.916414,0.546184,1.033546,0.676342,0.345669,0.149508,0.075709,0.045812,0.8890445,0.0585275
1233,1.003748,0.702207,4.460832,2.677541,4.175392,0.697188,1.373703,0.95337,0.0511295,0.967222,0.07227,0.278931,0.916179,0.41651,0.240367,0.912999,0.952269,0.740153,0.964046,0.71767,0.641861,0.754522,0.879458,0.897849,0.749942,0.79548,0.950147,0.916758,0.546175,1.034026,0.676431,0.345776,0.149372,0.075685,0.045835,0.89096,0.0585705
1234,0.448959,1.331931,4.262517,2.1950045,2.484616,0,0.920618,0.9550595,0.051079,0.967416,0.072327,0.279167,0.916511,0.416631,0.240495,0.91342,0.95263,0.740426,0.964475,0.717901,0.642227,0.754863,0.879804,0.898188,0.750334,0.795859,0.950593,0.917062,0.5462,1.034499,0.676549,0.345824,0.149355,0.075737,0.045909,0.892646,0.0586375
1235,0.627794,1.052245,1.479186,0.5809355,1.372771,0,0.214129,0.9564185,0.0509655,0.967677,0.072515,0.279356,0.916765,0.416655,0.24071,0.913819,0.953023,0.74056,0.964971,0.71822,0.642531,0.755269,0.880187,0.898577,0.750681,0.796273,0.951162,0.917276,0.546224,1.034941,0.676681,0.34579,0.14943,0.075882,0.046019,0.894087,0.058704
1236,0.554208,0.777644,0.735324,0.2655985,0.923254,0.049206,0.067459,0.9577635,0.050919,0.967913,0.072624,0.279565,0.916989,0.416707,0.240912,0.914196,0.953366,0.740777,0.965399,0.718524,0.642833,0.755653,0.880586,0.898983,0.751025,0.796591,0.951661,0.917529,0.546247,1.035345,0.676855,0.345777,0.149418,0.075924,0.04609,0.895525,0.0587515
1237,0.338395,0.462915,0.323706,0.3339225,0.449248,0.223487,0.024984,0.959072,0.050993,0.968158,0.072567,0.279838,0.91719,0.416807,0.241081,0.914541,0.953667,0.741162,0.965795,0.718813,0.643123,0.756043,0.88103,0.899412,0.751342,0.796797,0.952022,0.917864,0.546317,1.035735,0.677118,0.345789,0.149339,0.075775,0.046069,0.8969805,0.0587775
1238,0.149911,0.244408,0.184092,0.3753475,0.190628,0.392578,0.00832,0.9603935,0.051045,0.968475,0.072559,0.280066,0.917423,0.416862,0.241213,0.914892,0.953984,0.74156,0.966203,0.719087,0.643416,0.756391,0.88139,0.899788,0.751623,0.797049,0.952323,0.9182,0.546364,1.036162,0.677359,0.345794,0.149274,0.075678,0.046046,0.898378,0.0588185
1239,0.152254,0.20315,0.589911,0.205358,0.374201,0.264459,0.04636,0.9617145,0.051021,0.968941,0.072732,0.280139,0.91774,0.416887,0.241279,0.915255,0.954302,0.741983,0.966536,0.719343,0.643722,0.756596,0.881547,0.900051,0.751906,0.797408,0.952496,0.918561,0.546339,1.03671,0.677517,0.345761,0.149196,0.075715,0.046083,0.8996045,0.058853
1240,0.253182,0.227682,0.746783,0.0931475,0.393918,0.281013,0.138632,0.962971,0.051007,0.969363,0.07288,0.280216,0.918,0.416923,0.241356,0.915557,0.954563,0.742353,0.966835,0.719541,0.644021,0.756792,0.881709,0.900316,0.752184,0.797705,0.952668,0.918901,0.546305,1.037201,0.677644,0.345693,0.149106,0.075729,0.046118,0.900815,0.0588775
1241,0.852263,0.379234,0.585572,0.0392405,0.183601,0.875506,0.332371,0.9639575,0.0510015,0.969573,0.072862,0.28034,0.918029,0.41691,0.241474,0.915608,0.954611,0.742372,0.966961,0.719513,0.64425,0.756991,0.881906,0.900528,0.75245,0.797742,0.952787,0.919131,0.546234,1.037472,0.677684,0.34551,0.148935,0.075694,0.046077,0.9018875,0.058935
1242,1.365091,0.508265,0.464703,0,0.075156,1.337235,0.440462,0.964906,0.0509915,0.969792,0.072845,0.280467,0.918063,0.416886,0.241598,0.91568,0.954674,0.742389,0.967089,0.719513,0.644488,0.757205,0.882105,0.900758,0.752727,0.797804,0.952928,0.919346,0.546173,1.037743,0.677728,0.345339,0.148784,0.075671,0.046049,0.902926,0.0590015
1243,0.956323,0.509995,0.231871,0,0.292721,0.724914,0.203002,0.965628,0.051048,0.970076,0.072864,0.280701,0.918097,0.416794,0.241727,0.915847,0.954852,0.742528,0.967339,0.719666,0.6448,0.757465,0.88236,0.90121,0.753034,0.797976,0.953251,0.919415,0.546042,1.037912,0.677851,0.345302,0.148795,0.075679,0.046134,0.903822,0.0590535
1244,0.537156,0.485365,0.015802,0.010254,0.465347,0.175291,0,0.9663545,0.0511105,0.970366,0.072886,0.280939,0.918144,0.416712,0.241859,0.916017,0.955032,0.742687,0.967594,0.719819,0.645106,0.757725,0.882627,0.901667,0.753337,0.798147,0.953576,0.919484,0.545895,1.038082,0.677986,0.345268,0.148804,0.075681,0.046216,0.904727,0.0590965
1245,0.688086,0.463425,0,0.229079,0.627839,0.480053,0.068037,0.9670725,0.0511365,0.970534,0.072893,0.281014,0.918421,0.416779,0.24203,0.916242,0.95527,0.742918,0.967891,0.720009,0.645361,0.757959,0.882917,0.901941,0.753623,0.798505,0.953821,0.91975,0.545815,1.038358,0.678185,0.345236,0.148757,0.075666,0.04622,0.9056415,0.059138
1246,1.015722,0.483827,0,0.5456535,0.907181,0.949915,0.174633,0.9677715,0.0511565,0.97067,0.072893,0.281061,0.918713,0.416855,0.2422,0.916468,0.955519,0.743137,0.968197,0.720209,0.645621,0.758186,0.883192,0.902188,0.75391,0.798898,0.954058,0.920047,0.545768,1.038639,0.678378,0.345207,0.14871,0.075658,0.04622,0.9065405,0.0591905
1247,1.422867,0.425747,0.361713,0.533435,1.192387,0.727322,0.346308,0.9682585,0.0512005,0.970846,0.072839,0.281211,0.918906,0.416765,0.242262,0.916721,0.95567,0.743237,0.968501,0.720342,0.645899,0.75835,0.883414,0.902348,0.754022,0.799156,0.954188,0.920313,0.545798,1.038932,0.67847,0.34521,0.148642,0.075738,0.046181,0.907249,0.059222
1248,2.163761,0.299753,1.323951,0.337006,1.919933,0.133614,0.729127,0.968725,0.051246,0.971092,0.072792,0.281393,0.919091,0.416653,0.242303,0.91699,0.955799,0.74336,0.968779,0.720454,0.646179,0.758528,0.883638,0.902525,0.75412,0.799362,0.954322,0.920566,0.545807,1.039246,0.678575,0.345198,0.148563,0.075806,0.046132,0.9079265,0.0592365
1249,1.52896,0.419095,0.924387,0.1834435,1.213335,0.469572,0.498761,0.969257,0.051247,0.97124,0.072895,0.281524,0.919323,0.416719,0.242407,0.917201,0.956007,0.743564,0.969051,0.720589,0.646415,0.758664,0.883872,0.902748,0.754404,0.799473,0.954525,0.920706,0.545919,1.03953,0.678678,0.345287,0.148539,0.075733,0.046149,0.908558,0.059201
1250,0.633734,0.437106,0.232658,0.089141,0.218276,0.725568,0.105751,0.9698135,0.051224,0.971349,0.073045,0.281627,0.919521,0.416824,0.242526,0.917362,0.956194,0.743745,0.969305,0.720727,0.646588,0.75877,0.884097,0.902932,0.754696,0.799536,0.95471,0.920768,0.546051,1.039746,0.678746,0.345373,0.14853,0.075616,0.046173,0.909192,0.0591615
1251,0.322041,0.46828,0.127616,0.056748,0.23348,0.613993,0.158592,0.9703975,0.0512465,0.97153,0.073098,0.281748,0.919594,0.41686,0.242592,0.917522,0.956221,0.743827,0.969455,0.720809,0.646857,0.758923,0.884207,0.903108,0.754814,0.799517,0.954799,0.920886,0.546085,1.039836,0.678754,0.345273,0.148416,0.075569,0.046197,0.9097855,0.059187
1252,0.217298,0.563688,0.236908,0.0615115,0.573191,0.492484,0.371935,0.971019,0.0513065,0.971685,0.073113,0.281868,0.919631,0.41687,0.24267,0.917698,0.956244,0.743894,0.969586,0.720878,0.647203,0.7591,0.88428,0.903319,0.754882,0.7995,0.954873,0.92106,0.546079,1.039905,0.678719,0.34516,0.148272,0.075584,0.046271,0.9103685,0.0592395
1253,0.141987,0.4504,0.219324,0.036785,0.484744,0.485981,0.410599,0.9715565,0.0513125,0.971749,0.073217,0.28197,0.919701,0.416887,0.242753,0.917833,0.956298,0.744026,0.969746,0.720921,0.64746,0.759245,0.884407,0.903467,0.754985,0.79959,0.95496,0.92113,0.546068,1.039981,0.678747,0.345047,0.148225,0.075597,0.046287,0.9108655,0.0593095
1254,0.11857,0.172664,0.06443,0.0075075,0.197211,0.494393,0.352137,0.972024,0.051266,0.971758,0.073331,0.282081,0.919806,0.416925,0.242792,0.917966,0.956318,0.744193,0.969939,0.720935,0.647652,0.75936,0.884568,0.903562,0.755079,0.799742,0.95502,0.921105,0.546071,1.040066,0.678855,0.344941,0.148216,0.075601,0.046193,0.9112925,0.059415
1255,0.189783,0.074859,0.089091,0,0.092703,0.635985,0.269878,0.9724565,0.0512075,0.971781,0.073401,0.2823,0.919897,0.416937,0.242916,0.918139,0.956459,0.744346,0.97018,0.721079,0.647847,0.759572,0.884739,0.903739,0.755309,0.799936,0.955053,0.921204,0.546051,1.040195,0.678953,0.344937,0.148152,0.075623,0.046141,0.9117445,0.059478
1256,0.468994,0.145003,0.328272,0,0.078279,0.91058,0.124127,0.972808,0.051125,0.971848,0.073475,0.282613,0.920013,0.416925,0.243154,0.918354,0.956782,0.744565,0.970504,0.721383,0.648112,0.759902,0.884967,0.903996,0.755687,0.800223,0.955159,0.921523,0.546028,1.04036,0.679069,0.344999,0.148068,0.075676,0.04617,0.912209,0.059475
1257,0.8314,0.202143,0.471936,0,0.140441,1.006835,0,0.9731835,0.0510275,0.971863,0.073529,0.282809,0.920136,0.41697,0.243315,0.918528,0.957024,0.744839,0.970813,0.721669,0.648367,0.760133,0.885172,0.904228,0.755988,0.800473,0.955336,0.921783,0.546014,1.040536,0.67922,0.345029,0.148061,0.075692,0.046196,0.9125865,0.0594645
1258,0.850204,0.093808,0.311177,0,0.276419,0.830133,0,0.9736345,0.0509505,0.971865,0.073596,0.282844,0.920251,0.417083,0.24339,0.918573,0.957126,0.745115,0.971013,0.721907,0.648548,0.760246,0.885286,0.904447,0.756265,0.800615,0.955568,0.921893,0.545984,1.040737,0.67939,0.345019,0.148157,0.075613,0.046229,0.912877,0.0594065
1259,0.745419,0.010679,0.216947,0.023251,0.410629,0.734536,0,0.974048,0.0509345,0.971929,0.073682,0.282884,0.920347,0.417158,0.243485,0.918602,0.957256,0.745326,0.971163,0.722109,0.648741,0.760385,0.8854,0.904659,0.7565,0.800753,0.955803,0.92199,0.545981,1.040895,0.679569,0.345014,0.148146,0.075529,0.046286,0.913189,0.0593905
1260,0.556855,0.091551,0.270462,0.070626,0.522307,0.828843,0,0.974257,0.051058,0.972003,0.073719,0.282936,0.92041,0.417104,0.24358,0.918654,0.957403,0.745379,0.971205,0.72222,0.648988,0.760557,0.885517,0.904883,0.756612,0.800876,0.955966,0.922019,0.546054,1.041041,0.679704,0.34497,0.147865,0.075493,0.046356,0.9134185,0.059478
1261,0.400806,0.167591,0.363447,0.0858535,0.671624,0.953629,0,0.974435,0.051172,0.972091,0.073759,0.28304,0.920456,0.417046,0.24369,0.918758,0.957536,0.745482,0.971272,0.72232,0.649241,0.760743,0.885655,0.905107,0.756779,0.801005,0.956073,0.922071,0.546104,1.041208,0.679786,0.344918,0.147645,0.075471,0.046411,0.913662,0.0595485
